Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
01/31/2025,HYUN,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982118
01/30/2025,AUDI,4D,,GRY,168AC541,IL,701 N. Sacramento,(773) 265-7605,7113273
01/31/2025,HOND,LL,,TAN,,IL,701 N. Sacramento,(773) 265-7605,7113364
01/31/2025,TOYT,LL,,BLK,DX69103,IL,701 N. Sacramento,(773) 265-7605,7113365
01/31/2025,MITS,4D,,TAN,ES88827,IL,701 N. Sacramento,(773) 265-7605,7113366
01/31/2025,TOYT,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982133
01/31/2025,INFI,4D,,BLK,CD50959,IL,701 N. Sacramento,(773) 265-7605,7113370
01/31/2025,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1727638
01/31/2025,CHEV,4D,,TAN,CD40774,IL,701 N. Sacramento,(773) 265-7605,7113369
01/31/2025,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1548811
01/31/2025,TOYT,4D,,BLK,EG88463,IL,701 N. Sacramento,(773) 265-7605,7113398
01/31/2025,MITS,SW,,BLK,BF71016,IL,701 N. Sacramento,(773) 265-1846,1548812
01/31/2025,TOYT,4D,,RED,AF83880,IL,701 N. Sacramento,(773) 265-7605,7113397
01/31/2025,DODG,PK,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7113374
01/31/2025,HOND,4D,,BLU,DU15501,IL,701 N. Sacramento,(773) 265-7605,7113403
01/31/2025,HYUN,4D,,GRY,BR27681,IL,400 E. Lower Wacker,(312) 744-7550,0335236
01/31/2025,HYUN,4D,,RED,AGA4233,WI,701 N. Sacramento,(773) 265-1846,1548814
01/31/2025,LEXS,4D,,BLK,CC37913,IL,701 N. Sacramento,(773) 265-1846,1548815
01/31/2025,JEEP,LL,,BLK,,IL,400 E. Lower Wacker,(312) 744-7550,2982140
01/31/2025,SATU,4D,,MAR,EB92744,IL,400 E. Lower Wacker,(312) 744-7550,0335243
01/31/2025,FORD,4D,,BLK,EV89095,IL,400 E. Lower Wacker,(312) 744-7550,0335244
01/31/2025,CHEV,LL,,GRY,,IL,10300 S. Doty,(773) 785-9752,1727642
01/31/2025,HOND,4D,,SIL,EG13381,IL,701 N. Sacramento,(773) 265-1846,1548816
01/31/2025,FORD,LL,,RED,BZ23666,IL,701 N. Sacramento,(773) 265-1846,1548817
01/31/2025,BUIC,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2982143
01/31/2025,LAND,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2982142
01/31/2025,HYUN,4D,,BLK,EH78683,IL,400 E. Lower Wacker,(312) 744-7550,0335254
01/31/2025,HOND,4D,,RED,BH19430,IL,701 N. Sacramento,(773) 265-1846,1548818
01/31/2025,HOND,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1548819
01/31/2025,CHEV,LL,,RED,DD59273,IL,10300 S. Doty,(773) 568-8495,2982145
01/31/2025,DODG,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7113411
01/31/2025,GMC,LL,TK,GRY,DG18993,IL,701 N. Sacramento,(773) 265-7605,7113408
01/31/2025,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982136
01/31/2025,CHEV,4D,,BLK,EN48799,IL,10300 S. Doty,(773) 568-8495,2982137
01/31/2025,JEEP,LL,,WHI,ET54922,IL,10300 S. Doty,(773) 568-8495,2982147
01/31/2025,NISS,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7113412
01/31/2025,TOYT,4D,,RED,1270090,IL,10300 S. Doty,(773) 568-8495,2982148
01/31/2025,CADI,4D,,BLK,ES92908,IL,10300 S. Doty,(773) 568-8495,2982149
01/31/2025,HYUN,4D,,GRY,9393680,IL,701 N. Sacramento,(773) 265-7605,7113413
02/01/2025,CHEV,4D,,SIL,CR37717,IL,400 E. Lower Wacker,(312) 744-7550,0335268
02/01/2025,CHEV,4D,,TAN,,,10300 S. Doty,(773) 568-8495,2982156
02/01/2025,HYUN,LL,,WHI,EG18692,IL,701 N. Sacramento,(773) 265-7605,7113427
02/01/2025,TOYT,LL,,GRY,CV48048,IL,701 N. Sacramento,(773) 265-7605,7113431
02/01/2025,FORD,4D,,BLK,EU72456,IL,10300 S. Doty,(773) 568-8495,2982158
02/01/2025,NISS,SW,,GRY,EX60603,IL,701 N. Sacramento,(773) 265-7605,7113444
02/01/2025,CHEV,LL,,GRY,LYB6003,TX,701 N. Sacramento,(773) 265-7605,7113459
02/01/2025,HYUN,4D,,SIL,DT59346,IL,701 N. Sacramento,(773) 265-7605,7113448
02/01/2025,SUZI,4D,,BLK,DL8432B,IL,10300 S. Doty,(773) 568-8495,2982159
02/01/2025,LEXS,LL,,GLD,AT83485,IL,701 N. Sacramento,(773) 265-7605,7113476
02/01/2025,JEEP,LL,,WHI,00602458,MI,701 N. Sacramento,(773) 265-7605,7113485
02/01/2025,FORD,LL,,WHI,EW65067,IL,10300 S. Doty,(773) 568-8495,2982161
02/01/2025,JEEP,LL,,BLU,EW77591,IL,701 N. Sacramento,(773) 265-7605,7113522
02/01/2025,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7113484
02/01/2025,HOND,4D,,BLK,DK26730,IL,701 N. Sacramento,(773) 265-7605,7113489
02/01/2025,HYUN,4D,,WHI,EL99995,IL,701 N. Sacramento,(773) 265-7605,7113488
02/01/2025,CHEV,4D,,WHI,FB48085,IL,701 N. Sacramento,(773) 265-7605,7113490
02/01/2025,VOLK,LL,,GRY,EN55510,IL,701 N. Sacramento,(773) 265-7605,7113541
02/01/2025,NISS,LL,,BLU,EE81687,IL,701 N. Sacramento,(773) 265-7605,7113551
02/01/2025,CHEV,LL,,TAN,DX87478,IL,701 N. Sacramento,(773) 265-7605,7113552
02/01/2025,CHEV,2D,,RED,TEE1WS,IL,10300 S. Doty,(773) 568-8495,2982165
02/01/2025,NISS,4D,,RED,ER51888,IL,10300 S. Doty,(773) 568-8495,2982166
02/01/2025,VOLK,4D,,WHI,DS90035,IL,701 N. Sacramento,(773) 265-7605,7113499
02/01/2025,MINI,,,YEL,EJ69024,IL,701 N. Sacramento,(773) 265-7605,7113500
02/01/2025,VOLK,4D,,GRY,DC47787,IL,10300 S. Doty,(773) 568-8495,2982184
02/01/2025,ACUR,LL,,GRY,K620948,IL,10300 S. Doty,(773) 568-8495,2982185
02/01/2025,DODG,4D,,ONG,BV49856,IL,10300 S. Doty,(773) 568-8495,2982188
02/01/2025,CHEV,LL,,BLK,BV12195,IL,701 N. Sacramento,(773) 265-7605,7113501
02/01/2025,CHRY,VN,,SIL,ET72263,IL,701 N. Sacramento,(773) 265-7605,7113504
02/01/2025,HYUN,LL,,BLK,DE92137,IL,10300 S. Doty,(773) 568-8495,2982209
02/01/2025,NISS,4D,,RED,DF19640,IL,701 N. Sacramento,(773) 265-7605,7113508
02/01/2025,JEEP,LL,,WHI,556C0T,IN,10300 S. Doty,(773) 568-8495,2982203
02/01/2025,NISS,4D,,BLK,011446A3,IL,10300 S. Doty,(773) 568-8495,2982204
02/01/2025,HYUN,4D,,GRY,FC88627,IL,10300 S. Doty,(773) 568-8495,2982205
02/01/2025,DODG,LL,,GRY,EM25323,IL,10300 S. Doty,(773) 568-8495,2982172
02/01/2025,MAZD,LL,,WHI,EB36417,IL,701 N. Sacramento,(773) 265-7605,7113570
02/01/2025,TOYT,4D,,SIL,BZ50685,IL,701 N. Sacramento,(773) 265-7605,7113513
02/01/2025,CHEV,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7113514
02/01/2025,JEEP,LL,,BLK,EE87601,IL,400 E. Lower Wacker,(312) 744-7550,0335303
02/01/2025,KIA,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982221
02/01/2025,,,,RED,,IL,10300 S. Doty,(773) 568-8495,2982219
02/01/2025,FORD,4D,,BLK,FA16077,IL,10300 S. Doty,(773) 568-8495,2982220
02/01/2025,,,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982218
02/01/2025,,,,WHI,843655ST,IL,10300 S. Doty,(773) 568-8495,2982217
02/01/2025,GMC,LL,ENV,RED,,IL,10300 S. Doty,(773) 568-8495,2982225
02/01/2025,DODG,LL,,BLU,EQ18447,IL,10300 S. Doty,(773) 568-8495,2982223
02/01/2025,KIA,LL,SPT,WHI,,IL,10300 S. Doty,(773) 568-8495,2982224
02/01/2025,HYUN,4D,,BLK,V748030,IL,701 N. Sacramento,(773) 265-7605,7113576
02/01/2025,LAND,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982226
02/01/2025,BUIC,4D,,BLK,313AC505,IL,701 N. Sacramento,(773) 265-7605,7113578
02/01/2025,HOND,VN,ODY,SIL,,IL,701 N. Sacramento,(773) 265-7605,7113574
02/01/2025,CHEV,PK,TK,WHI,,,10300 S. Doty,(773) 568-8495,2982227
02/01/2025,BUIC,4D,,GRY,DP29695,IL,701 N. Sacramento,(773) 265-7605,7113575
02/01/2025,SUBA,LL,TK,ONG,DS61017,IL,10300 S. Doty,(773) 568-8495,2982229
02/01/2025,BUIC,4D,,BLK,DD43851,IL,10300 S. Doty,(773) 568-8495,2982230
02/02/2025,VOLK,LL,,WHI,DD91352,IL,10300 S. Doty,(773) 568-8495,2982236
02/02/2025,HOND,4D,,RED,EU85029,IL,701 N. Sacramento,(773) 265-7605,7113586
02/02/2025,MITS,4D,,SIL,EW52169,IL,10300 S. Doty,(773) 568-8495,2982237
02/02/2025,ACUR,LL,,BLK,CA42348,IL,701 N. Sacramento,(773) 265-7605,7113600
02/02/2025,HYUN,4D,,WHI,EY80595,IL,701 N. Sacramento,(773) 265-7605,7113606
02/02/2025,CADI,LL,,WHI,CV26658,IL,701 N. Sacramento,(773) 265-7605,7113603
02/02/2025,JEEP,LL,,BLK,AN51982,IL,701 N. Sacramento,(773) 265-7605,7113584
02/02/2025,CHEV,4D,,GRY,BC36883,IL,701 N. Sacramento,(773) 265-7605,7113607
02/02/2025,TOYT,LL,,GRY,AKV7661,WI,701 N. Sacramento,(773) 265-7605,7113613
02/02/2025,CHEV,LL,,BRZ,CS14721,IL,701 N. Sacramento,(773) 265-7605,7113610
02/02/2025,TOYT,LL,,WHI,F251375,IL,701 N. Sacramento,(773) 265-7605,7113585
02/02/2025,MAZD,LL,,BLU,EK38574,IL,701 N. Sacramento,(773) 265-7605,7113601
02/02/2025,LEXS,4D,,WHI,ED84597,IL,701 N. Sacramento,(773) 265-7605,7113614
02/02/2025,NISS,4D,,BLK,EA28778,IL,701 N. Sacramento,(773) 265-7605,7113608
02/02/2025,LEXS,LL,,WHI,BU28703,IL,701 N. Sacramento,(773) 265-7605,7113609
02/02/2025,BMW,4D,,BLK,EG65665,IL,701 N. Sacramento,(773) 265-7605,7113590
02/02/2025,JEEP,LL,TK,BLK,EX47233,IL,701 N. Sacramento,(773) 265-7605,7113597
02/02/2025,CHEV,4D,,GRY,EJ19659,IL,701 N. Sacramento,(773) 265-7605,7113620
02/02/2025,DODG,4D,,BLK,DS79099,IL,701 N. Sacramento,(773) 265-7605,7113632
02/02/2025,NISS,SW,,GRY,G219797,IL,701 N. Sacramento,(773) 265-7605,7113637
02/02/2025,HOND,4D,,BLK,V682147,IL,701 N. Sacramento,(773) 265-7605,7113616
02/02/2025,TOYT,4D,,RED,EW45914,IL,701 N. Sacramento,(773) 265-7605,7113624
02/02/2025,JEEP,LL,TK,GRY,CH54023,IL,701 N. Sacramento,(773) 265-7605,7113627
02/02/2025,HOND,LL,,GRY,DY40853,IL,701 N. Sacramento,(773) 265-7605,7113619
02/02/2025,MERZ,4D,,GRY,EP15527,IL,701 N. Sacramento,(773) 265-7605,7113628
02/02/2025,HOND,4D,,WHI,EL81497,IL,701 N. Sacramento,(773) 265-7605,7113617
02/02/2025,CHEV,PK,TK,CRM,2888616B,IL,701 N. Sacramento,(773) 265-7605,7113630
02/01/2025,LINC,LL,,GRY,S728201,IN,10300 S. Doty,(773) 568-8495,2982197
02/02/2025,HYUN,4D,,BLU,R758901,IL,701 N. Sacramento,(773) 265-7605,7113629
02/02/2025,HOND,LL,,WHI,85AKB8,IL,701 N. Sacramento,(773) 265-7605,7113633
02/02/2025,BMW,LL,,WHI,EA63024,IL,701 N. Sacramento,(773) 265-7605,7113623
02/02/2025,TOYT,LL,,SIL,EW55528,IL,701 N. Sacramento,(773) 265-7605,7113626
02/02/2025,FORD,LL,,BLK,AB90718,IL,701 N. Sacramento,(773) 265-7605,7113635
02/02/2025,TOYT,VN,,WHI,011795A9,IL,701 N. Sacramento,(773) 265-7605,7113625
02/02/2025,GMC,LL,TK,BLK,BK56231,IL,701 N. Sacramento,(773) 265-7605,7113634
02/02/2025,TOYT,4D,,WHI,DS29642,IL,701 N. Sacramento,(773) 265-7605,7113640
02/02/2025,NISS,LL,,BLU,DQ39451,IL,701 N. Sacramento,(773) 265-7605,7113636
02/01/2025,HOND,4D,,WHI,DC36511,IL,10300 S. Doty,(773) 568-8495,2982240
02/02/2025,INFI,LL,,BRZ,978CUF,IL,701 N. Sacramento,(773) 265-7605,7113652
02/02/2025,MERZ,LL,,WHI,CH41391,IL,701 N. Sacramento,(773) 265-7605,7113641
02/02/2025,MERZ,LL,,SIL,E356556,IL,701 N. Sacramento,(773) 265-7605,7113645
02/02/2025,VOLK,4D,,GRY,900LAO,IN,701 N. Sacramento,(773) 265-7605,7113646
02/02/2025,NISS,SW,,BLK,EV36732,IL,701 N. Sacramento,(773) 265-7605,7113638
02/02/2025,NISS,4D,,BLU,DP35152,IL,701 N. Sacramento,(773) 265-7605,7113639
02/02/2025,HYUN,LL,,MAR,AB63071,IL,701 N. Sacramento,(773) 265-7605,7113588
02/02/2025,TOYT,4D,,WHI,EB90683,IL,701 N. Sacramento,(773) 265-7605,7113594
02/02/2025,HOND,SW,,BRZ,CT52130,IL,701 N. Sacramento,(773) 265-7605,7113604
02/02/2025,KIA,LL,,RED,DM47934,IL,701 N. Sacramento,(773) 265-7605,7113595
02/02/2025,JEEP,LL,,BLK,P723061,IL,701 N. Sacramento,(773) 265-7605,7113587
02/02/2025,NISS,LL,,SIL,FC95830,IL,701 N. Sacramento,(773) 265-7605,7113591
02/02/2025,NISS,4D,,GRY,EK36337,IL,10300 S. Doty,(773) 568-8495,2982241
02/02/2025,NISS,LL,,MAR,AY41082,IL,701 N. Sacramento,(773) 265-7605,7113592
02/02/2025,FORD,4D,,SIL,Q477754,IL,701 N. Sacramento,(773) 265-7605,7113596
02/02/2025,HOND,LL,,GRY,EQ97487,IL,701 N. Sacramento,(773) 265-7605,7113583
02/02/2025,HOND,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982234
02/02/2025,BMW,LL,,GRY,DP29846,IL,701 N. Sacramento,(773) 265-7605,7113602
02/02/2025,FORD,LL,,GRY,236497,IL,701 N. Sacramento,(773) 265-7605,7113642
02/02/2025,FORD,4D,,BLK,CS46387,IL,701 N. Sacramento,(773) 265-7605,7113666
02/02/2025,AUDI,LL,,WHI,EU92904,IL,701 N. Sacramento,(773) 265-7605,7113658
02/02/2025,ACUR,4D,,BLU,CU14813,IL,701 N. Sacramento,(773) 265-7605,7113655
02/02/2025,JEEP,LL,,BLK,EN93737,IL,701 N. Sacramento,(773) 265-7605,7113653
02/02/2025,CADI,LL,,BLK,008276A5,IL,701 N. Sacramento,(773) 265-7605,7113650
02/02/2025,AUDI,LL,,WHI,CW45408,IL,701 N. Sacramento,(773) 265-7605,7113656
02/02/2025,TOYT,4D,,RED,BB78612,IL,701 N. Sacramento,(773) 265-7605,7113702
02/02/2025,FORD,SW,,GRY,BB45130,IL,701 N. Sacramento,(773) 265-7605,7113661
02/02/2025,NISS,4D,,GRY,CA75536,IL,701 N. Sacramento,(773) 265-7605,7113651
02/02/2025,HOND,4D,,BLK,BX23382,IL,701 N. Sacramento,(773) 265-7605,7113644
02/02/2025,DODG,4D,,BLK,EH52055,IL,701 N. Sacramento,(773) 265-7605,7113612
02/02/2025,NISS,LL,,BLK,LDCU16,FL,701 N. Sacramento,(773) 265-7605,7113647
02/02/2025,TOYT,4D,,BLK,CD71129,IL,701 N. Sacramento,(773) 265-7605,7113643
02/02/2025,TESL,4D,,WHI,40582EL,IL,701 N. Sacramento,(773) 265-7605,7113660
02/02/2025,MAZD,LL,,WHI,DN31481,IL,701 N. Sacramento,(773) 265-7605,7113694
02/02/2025,VOLV,4D,,GRY,ET64448,IL,10300 S. Doty,(773) 568-8495,2982243
02/02/2025,CHEV,LL,TK,BLK,CV91096,IL,10300 S. Doty,(773) 568-8495,2982242
02/02/2025,KIA,4D,,GRY,DH82955,IL,701 N. Sacramento,(773) 265-7605,7113672
02/02/2025,KIA,LL,,WHI,SXX1208,TX,701 N. Sacramento,(773) 265-7605,7113704
02/02/2025,BUIC,4D,,GRY,EP11976,IL,701 N. Sacramento,(773) 265-7605,7113700
02/02/2025,HOND,4D,,RED,S138469,IL,701 N. Sacramento,(773) 265-7605,7113707
02/02/2025,FORD,4D,,SIL,BF53324,IL,701 N. Sacramento,(773) 265-7605,7113709
02/02/2025,TOYT,PK,TK,WHI,3762080B,IL,701 N. Sacramento,(773) 265-7605,7113698
02/02/2025,NISS,4D,,WHI,CQ24662,IL,701 N. Sacramento,(773) 265-7605,7113696
02/02/2025,MAZD,4D,,BLK,EL47400,IL,701 N. Sacramento,(773) 265-7605,7113705
02/02/2025,SUBA,4D,,WHI,DK23594,IL,701 N. Sacramento,(773) 265-7605,7113668
02/02/2025,SUBA,LL,,WHI,AUV7507,WI,701 N. Sacramento,(773) 265-7605,7113706
02/02/2025,AUDI,LL,,WHI,DM55652,IL,701 N. Sacramento,(773) 265-7605,7113710
02/02/2025,HOND,4D,,WHI,CV54218,IL,701 N. Sacramento,(773) 265-7605,7113697
02/02/2025,HOND,LL,,BLU,WPA273,IL,701 N. Sacramento,(773) 265-7605,7113701
02/02/2025,TOYT,LL,,BLK,789CRU,IN,10300 S. Doty,(773) 568-8495,2982258
02/02/2025,HOND,4D,,RED,ET42784,IL,10300 S. Doty,(773) 568-8495,2982251
02/02/2025,HOND,LL,,BLK,ES97714,IL,701 N. Sacramento,(773) 265-7605,7113695
02/02/2025,HOND,VN,,SIL,CZ15695,IL,701 N. Sacramento,(773) 265-7605,7113708
02/02/2025,MAZD,LL,,GRY,R141219,IL,10300 S. Doty,(773) 568-8495,2982259
02/02/2025,CHEV,4D,,BLK,CF48450,IL,10300 S. Doty,(773) 568-8495,2982267
02/02/2025,DODG,4D,,BLK,010006A7,IL,10300 S. Doty,(773) 568-8495,2982269
02/02/2025,JEEP,LL,,WHI,V91UCZ,NJ,10300 S. Doty,(773) 568-8495,2982261
02/02/2025,TOYT,4D,,GRY,613ZZU,IN,701 N. Sacramento,(773) 265-7605,7113715
02/02/2025,TOYT,4D,,PLE,DY43081,IL,701 N. Sacramento,(773) 265-7605,7113712
02/02/2025,LAND,LL,,SIL,LDJ322,MN,10300 S. Doty,(773) 568-8495,2982274
02/02/2025,TOYT,4D,,BLK,Y858454,IL,10300 S. Doty,(773) 568-8495,2982257
02/02/2025,NISS,LL,,BLK,BE69231,IL,10300 S. Doty,(773) 568-8495,2982268
02/02/2025,TOYT,LL,,BLK,277CQS,IN,10300 S. Doty,(773) 568-8495,2982263
02/02/2025,CHEV,LL,,GRY,307692,IL,10300 S. Doty,(773) 568-8495,2982271
02/02/2025,JEEP,LL,,GRY,EG18601,IL,10300 S. Doty,(773) 568-8495,2982276
02/02/2025,MAZD,LL,,GRY,EX45749,IL,10300 S. Doty,(773) 568-8495,2982272
02/02/2025,CHEV,4D,,WHI,S653345,IL,701 N. Sacramento,(773) 265-7605,7113724
02/02/2025,HOND,4D,,GRY,FCS616,IN,10300 S. Doty,(773) 568-8495,2982255
01/31/2025,MACK,LL,,BLU,,IL,10300 S. Doty,(773) 785-9752,1727641
02/02/2025,MITS,LL,,WHI,FB95462,IL,10300 S. Doty,(773) 568-8495,2982260
02/02/2025,HOND,LL,,SIL,BD85143,IL,10300 S. Doty,(773) 568-8495,2982266
02/02/2025,SUBA,LL,,SIL,DG54231,IL,10300 S. Doty,(773) 568-8495,2988226
02/02/2025,HYUN,4D,,SIL,791COH,IN,10300 S. Doty,(773) 568-8495,2982244
02/02/2025,HYUN,LL,,BLK,321AC694,IL,10300 S. Doty,(773) 568-8495,2982254
02/02/2025,KIA,4D,,BLK,FB82481,IL,10300 S. Doty,(773) 568-8495,2982265
02/02/2025,KIA,LL,,ONG,DR48055,IL,10300 S. Doty,(773) 568-8495,2982275
02/02/2025,HYUN,4D,,GRY,DN31975,IL,10300 S. Doty,(773) 568-8495,2982256
02/02/2025,NISS,4D,,GRY,ER81119,IL,10300 S. Doty,(773) 568-8495,2982273
02/02/2025,SUBA,LL,,BLK,AHV8060,WI,10300 S. Doty,(773) 568-8495,2982253
02/02/2025,DODG,LL,,RED,DW71343,IL,10300 S. Doty,(773) 568-8495,2982270
02/02/2025,DODG,LL,,DBL,Q859624,IL,10300 S. Doty,(773) 568-8495,2982277
02/02/2025,JEEP,LL,,BLK,BF71114,IL,701 N. Sacramento,(773) 265-7605,7113743
02/02/2025,MIT,LL,,RED,EL89306,IL,701 N. Sacramento,(773) 265-7605,7113728
02/02/2025,FORD,LL,,SIL,DD20880,IL,701 N. Sacramento,(773) 265-7605,7113719
02/02/2025,MITS,4D,,BLK,EV88550,IL,701 N. Sacramento,(773) 265-7605,7113734
02/02/2025,MAZD,LL,,WHI,EL96671,IL,701 N. Sacramento,(773) 265-7605,7113744
02/02/2025,CHEV,4D,,BLK,011620A9,IL,701 N. Sacramento,(773) 265-7605,7113742
02/02/2025,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7113745
02/02/2025,FORD,4D,,BLK,ER11427,IL,701 N. Sacramento,(773) 265-7605,7113737
02/02/2025,CHEV,LL,,BLU,DG41272,IL,701 N. Sacramento,(773) 265-7605,7113727
02/02/2025,JEEP,LL,,BLU,EE87826,IL,701 N. Sacramento,(773) 265-7605,7113750
02/02/2025,CHRY,VN,,BLU,EQ22121,IL,701 N. Sacramento,(773) 265-7605,7113731
02/02/2025,HYUN,4D,,WHI,EK398198,IL,10300 S. Doty,(773) 568-8495,2982288
02/02/2025,ACUR,LL,,LAV,DQ45068,IL,701 N. Sacramento,(773) 265-7605,7113732
02/02/2025,LINC,LL,,BLK,FA13664,IL,701 N. Sacramento,(773) 265-7605,7113679
02/02/2025,HYUN,4D,,WHI,DS19244,IL,701 N. Sacramento,(773) 265-7605,7113730
02/02/2025,MERZ,LL,,WHI,DV90274,IL,10300 S. Doty,(773) 568-8495,2982287
02/02/2025,CADI,4D,,GRY,EL45524,IL,10300 S. Doty,(773) 568-8495,2982285
02/02/2025,FORD,4D,,BLK,DX28899,IL,701 N. Sacramento,(773) 265-7605,7113681
02/02/2025,INFI,4D,,BLK,CB46565,IL,701 N. Sacramento,(773) 265-7605,7113749
02/02/2025,CHEV,4D,,MAR,EM52550,IL,10300 S. Doty,(773) 568-8495,2982249
02/02/2025,FORD,4D,,BLK,WLZ576,IN,701 N. Sacramento,(773) 265-7605,7113659
02/02/2025,AUDI,4D,,BLK,GL0CKY,IL,701 N. Sacramento,(773) 265-7605,7113665
02/02/2025,FORD,4D,,WHI,DS17925,IL,701 N. Sacramento,(773) 265-7605,7113717
02/02/2025,CHEV,LL,,SIL,KDJ9314,IL,701 N. Sacramento,(773) 265-7605,7113667
02/02/2025,NISS,LL,,SIL,Y761027,IL,701 N. Sacramento,(773) 265-7605,7113676
02/02/2025,MERZ,4D,,BLK,DX42429,IL,701 N. Sacramento,(773) 265-7605,7113718
02/02/2025,HOND,VN,,BLU,DA29839,IL,701 N. Sacramento,(773) 265-7605,7113693
02/02/2025,MAZD,4D,,SIL,DR90254,IL,701 N. Sacramento,(773) 265-7605,7113751
02/02/2025,BMW,SW,,BLK,FC59600,IL,701 N. Sacramento,(773) 265-7605,7113753
02/02/2025,MAZD,LL,,BLU,EK13287,IL,701 N. Sacramento,(773) 265-7605,7113716
02/02/2025,HYUN,4D,,GRY,DV70181,IL,10300 S. Doty,(773) 568-8495,2982280
02/02/2025,FORD,LL,,WHI,HKPZ49,FL,10300 S. Doty,(773) 568-8495,2982283
02/02/2025,SUBA,4D,,BLK,L10MXZ,NJ,701 N. Sacramento,(773) 265-7605,7113722
02/02/2025,TOYT,LL,,GRY,FB59087,IL,701 N. Sacramento,(773) 265-7605,7113729
02/02/2025,CHEV,4D,,RED,DX74467,IL,10300 S. Doty,(773) 568-8495,2982284
02/02/2025,CHEV,4D,,BLK,J8J833,KY,10300 S. Doty,(773) 568-8495,2982282
02/02/2025,FORD,LL,,BLK,DR54640,IL,701 N. Sacramento,(773) 265-7605,7113747
02/02/2025,NISS,4D,,GRY,DR59270,IL,10300 S. Doty,(773) 568-8495,2982278
02/02/2025,CHEV,LL,,BLK,EY86279,IL,10300 S. Doty,(773) 568-8495,2982290
02/02/2025,BMW,4D,,BRZ,EF19103,IL,10300 S. Doty,(773) 568-8495,2982250
02/02/2025,TOYT,4D,,SIL,BH89399,IL,701 N. Sacramento,(773) 265-7605,7113670
02/02/2025,MERZ,4D,,BLK,FC82318,IL,701 N. Sacramento,(773) 265-7605,7113759
02/02/2025,AUDI,4D,,BLK,DP89542,IL,701 N. Sacramento,(773) 265-7605,7113764
02/02/2025,MAZD,4D,,BLU,BQ91396,IL,701 N. Sacramento,(773) 265-7605,7113689
02/01/2025,CHEV,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2982295
02/02/2025,BUIC,LL,TK,WHI,LPH682,IA,10300 S. Doty,(773) 568-8495,2982292
02/02/2025,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982299
02/02/2025,PONT,2D,,RED,DAL546,IN,10300 S. Doty,(773) 568-8495,2982293
02/02/2025,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2982296
02/02/2025,JEEP,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982300
02/02/2025,,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982298
02/02/2025,,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982297
02/02/2025,FORD,4D,,BLK,746AB821,IL,10300 S. Doty,(773) 568-8495,2982302
02/02/2025,NISS,4D,,WHI,Z124169,IL,10300 S. Doty,(773) 568-8495,2982304
02/02/2025,FORD,PK,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7113772
02/02/2025,SUBA,4D,,WHI,DM43999,IL,701 N. Sacramento,(773) 265-7605,7113774
02/02/2025,NISS,LL,,WHI,QJDX67,FL,701 N. Sacramento,(773) 265-7605,7113773
02/02/2025,FORD,4D,,GRY,BH16235,IL,701 N. Sacramento,(773) 265-7605,7113777
02/02/2025,FORD,4D,,SIL,EB26002,IL,400 E. Lower Wacker,(312) 744-7550,0335380
02/02/2025,DODG,VN,,RED,CZ20842,IL,10300 S. Doty,(773) 568-8495,2982310
02/02/2025,GMC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7113779
02/02/2025,FORD,LL,EPD,DBL,A51125,IL,10300 S. Doty,(773) 568-8495,2982313
02/02/2025,HOND,VN,ODY,SIL,,,10300 S. Doty,(773) 568-8495,2982317
02/02/2025,NISS,4D,,RED,FC54857,IL,701 N. Sacramento,(773) 265-7605,7113781
02/02/2025,CHEV,4D,IMP,SIL,DY76018,IL,10300 S. Doty,(773) 568-8495,2982320
02/02/2025,MERZ,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2982322
02/02/2025,CHEV,2D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7113784
