Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number,Weekday
2025-01-24,HOND,4D,,BLK,DY35745,IL,10300 S. Doty,(773) 568-8495,2981744,Friday
2025-01-24,TOYT,4D,,GRN,,IL,701 N. Sacramento,(773) 265-1846,1548771,Friday
2025-01-24,CHEV,2D,,TAN,EB2P2B,MO,701 N. Sacramento,(773) 265-1846,1548772,Friday
2025-01-24,MERZ,4D,,BLU,DC47812,IL,701 N. Sacramento,(773) 265-7605,7112633,Friday
2025-01-24,CHEV,4D,,WHI,CT31923,IL,701 N. Sacramento,(773) 265-7605,7112629,Friday
2025-01-24,HOND,VN,,GRY,EP21423,IL,701 N. Sacramento,(773) 265-7605,7112631,Friday
2025-01-24,HOND,LL,,SIL,321AA746,IL,701 N. Sacramento,(773) 265-1846,1548773,Friday
2025-01-24,CHEV,4D,,BLK,FB16788,IL,701 N. Sacramento,(773) 265-7605,7112636,Friday
2025-01-24,VOLK,4D,,WHI,VMG5525,TX,701 N. Sacramento,(773) 265-7605,7112634,Friday
2025-01-24,HYUN,LL,,DBL,DY72528,IL,701 N. Sacramento,(773) 265-7605,7112643,Friday
2025-01-24,HOND,4D,,BLU,009881A6,IL,701 N. Sacramento,(773) 265-7605,7112639,Friday
2025-01-24,JEEP,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7112645,Friday
2025-01-24,TOYT,4D,,GLD,010872A7,IL,10300 S. Doty,(773) 568-8495,2981748,Friday
2025-01-24,CHEV,4D,,WHI,EE83160,IL,10300 S. Doty,(773) 568-8495,2981746,Friday
2025-01-24,HYUN,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7112646,Friday
2025-01-25,FORD,4D,,RED,,,10300 S. Doty,(773) 568-8495,2981755,Saturday
2025-01-25,BUIC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7112666,Saturday
2025-01-25,FORD,4D,,GRY,EK24451,IL,701 N. Sacramento,(773) 265-7605,7112656,Saturday
2025-01-25,CHEV,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7112660,Saturday
2025-01-25,TOYT,4D,,GRY,EB30841,IL,701 N. Sacramento,(773) 265-7605,7112648,Saturday
2025-01-25,LAND,LL,,WHI,DP16528,IL,701 N. Sacramento,(773) 265-7605,7112680,Saturday
2025-01-25,CADI,LL,,GRY,6NFC63,MI,701 N. Sacramento,(773) 265-7605,7112653,Saturday
2025-01-25,FORD,4D,,GRY,CY25588,IL,701 N. Sacramento,(773) 265-7605,7112681,Saturday
2025-01-25,JEEP,LL,,GRY,975CNF,IN,701 N. Sacramento,(773) 265-7605,7112745,Saturday
2025-01-25,HYUN,4D,,BLK,196105EN,IL,701 N. Sacramento,(773) 265-7605,7112719,Saturday
2025-01-25,GMC,LL,,TAN,CD49606,IL,10300 S. Doty,(773) 568-8495,2981760,Saturday
2025-01-25,VOLK,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2981762,Saturday
2025-01-25,TOYT,4D,,BLK,ZJ2L3X,MO,10300 S. Doty,(773) 568-8495,2981779,Saturday
2025-01-25,DODG,4D,,WHI,EV89813,IL,10300 S. Doty,(773) 568-8495,2981778,Saturday
2025-01-25,FORD,LL,,GRY,ET29226,IL,701 N. Sacramento,(773) 265-7605,7112767,Saturday
2025-01-25,FORD,PK,,BLK,3641961B,IL,10300 S. Doty,(773) 568-8495,2981780,Saturday
2025-01-25,MAZD,LL,,RED,AW41334,IL,10300 S. Doty,(773) 568-8495,2981782,Saturday
2025-01-25,INFI,2D,,SIL,EV86476,IL,10300 S. Doty,(773) 568-8495,2981768,Saturday
2025-01-25,NISS,4D,,RED,CR12318,IL,10300 S. Doty,(773) 568-8495,2981763,Saturday
2025-01-25,CHEV,4D,,BLK,EC70961,IL,10300 S. Doty,(773) 568-8495,2981767,Saturday
2025-01-25,GMC,LL,TK,BLK,297AC207,IL,10300 S. Doty,(773) 568-8495,2981766,Saturday
2025-01-25,CHEV,LL,,BLK,EU14638,IL,10300 S. Doty,(773) 568-8495,2981775,Saturday
2025-01-25,ACUR,LL,,BLK,ANCHDS,IL,10300 S. Doty,(773) 568-8495,2981773,Saturday
2025-01-25,HOND,4D,,GLD,DV44221,IL,10300 S. Doty,(773) 568-8495,2981783,Saturday
2025-01-25,DODG,2D,,BLK,FC16967,IL,701 N. Sacramento,(773) 265-7605,7112731,Saturday
2025-01-25,FORD,LL,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,7112729,Saturday
2025-01-25,NISS,4D,,BLK,EE65879,IL,701 N. Sacramento,(773) 265-7605,7112732,Saturday
2025-01-25,LEXS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7112734,Saturday
2025-01-25,HYUN,4D,,GRY,DA51582,IL,701 N. Sacramento,(773) 265-7605,7112723,Saturday
2025-01-25,VOLK,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981795,Saturday
2025-01-25,DODG,2D,,BLK,DQ26236,IL,701 N. Sacramento,(773) 265-7605,7112741,Saturday
2025-01-25,TOYT,4D,,BLK,011621A0,IL,701 N. Sacramento,(773) 265-7605,7112738,Saturday
2025-01-25,TOYT,LL,TK,GRN,EF83355,IL,701 N. Sacramento,(773) 265-7605,7112726,Saturday
2025-01-25,JEEP,LL,TK,BLK,SFF8214,GA,701 N. Sacramento,(773) 265-7605,7112792,Saturday
2025-01-25,CADI,4D,,BLK,EU65822,IL,701 N. Sacramento,(773) 265-7605,7112791,Saturday
2025-01-25,MERZ,4D,,GRY,EV65183,IL,701 N. Sacramento,(773) 265-7605,7112797,Saturday
2025-01-25,CHEV,4D,,WHI,ES22068,IL,701 N. Sacramento,(773) 265-7605,7112796,Saturday
2025-01-25,CADI,LL,,BLK,3266952B,IL,10300 S. Doty,(773) 568-8495,2981803,Saturday
2025-01-25,TOYT,4D,,SIL,EU14235,IL,10300 S. Doty,(773) 568-8495,2981811,Saturday
2025-01-25,CHRY,4D,,BLU,CW51563,IL,10300 S. Doty,(773) 568-8495,2981808,Saturday
2025-01-25,HOND,VN,,GRY,EL39902,IL,10300 S. Doty,(773) 568-8495,2981809,Saturday
2025-01-25,FORD,4D,,BLK,286AC013,IL,701 N. Sacramento,(773) 265-7605,7112802,Saturday
2025-01-25,LEXS,LL,,WHI,S645224,IN,10300 S. Doty,(773) 568-8495,2981814,Saturday
2025-01-25,KIA,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981819,Saturday
2025-01-25,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2981820,Saturday
2025-01-25,CHEV,4D,,GRY,ET70632,IL,701 N. Sacramento,(773) 265-7605,7112807,Saturday
2025-01-25,NISS,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2981823,Saturday
2025-01-25,CHEV,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981828,Saturday
2025-01-25,BMW,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7112811,Saturday
2025-01-25,NISS,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7112812,Saturday
2025-01-25,DODG,LL,,GRY,EL46395,IL,701 N. Sacramento,(773) 265-7605,7112808,Saturday
2025-01-26,HYUN,4D,,SIL,N284666,IL,701 N. Sacramento,(773) 265-7605,7112816,Sunday
2025-01-26,JEEP,LL,,WHI,EE91248,IL,701 N. Sacramento,(773) 265-7605,7112822,Sunday
2025-01-26,CHEV,LL,,WHI,DV91566,IL,701 N. Sacramento,(773) 265-7605,7112827,Sunday
2025-01-26,HOND,SW,,WHI,BP54416,IL,701 N. Sacramento,(773) 265-7605,7112823,Sunday
2025-01-26,JEEP,LL,,BLU,EG91734,IN,701 N. Sacramento,(773) 265-7605,7112828,Sunday
2025-01-26,HOND,LL,,SIL,CV44721,IL,701 N. Sacramento,(773) 265-7605,7112818,Sunday
2025-01-26,VOLK,4D,JET,BLK,BB58346,IL,701 N. Sacramento,(773) 265-7605,7112817,Sunday
2025-01-26,VOLK,4D,JET,BLK,CD38089,IL,701 N. Sacramento,(773) 265-7605,7112829,Sunday
2025-01-26,MAZD,LL,,BGE,EH56528,IL,701 N. Sacramento,(773) 265-7605,7112819,Sunday
2025-01-26,FORD,LL,,GRY,EU65992,IL,701 N. Sacramento,(773) 265-7605,7112820,Sunday
2025-01-26,TOYO,PK,,TAN,3982708B,IL,10300 S. Doty,(773) 568-8495,2981831,Sunday
2025-01-26,BMW,LL,,BLK,FITONWS,IL,701 N. Sacramento,(773) 265-7605,7112845,Sunday
2025-01-26,CHEV,LL,BLZ,,DZ33192,IL,701 N. Sacramento,(773) 265-7605,7112824,Sunday
2025-01-26,CHEV,LL,,BLK,ER70331,IL,701 N. Sacramento,(773) 265-7605,7112849,Sunday
2025-01-26,FORD,PK,F15,GRY,3751929B,IL,701 N. Sacramento,(773) 265-7605,7112835,Sunday
2025-01-26,DODG,LL,DUR,WHI,5FG7780,MD,701 N. Sacramento,(773) 265-7605,7112831,Sunday
2025-01-26,NISS,SW,,SIL,FA96187,IL,701 N. Sacramento,(773) 265-7605,7112832,Sunday
2025-01-26,HYUN,4D,,TAN,BV54645,IL,701 N. Sacramento,(773) 265-7605,7112844,Sunday
2025-01-26,HOND,2D,CIV,GRY,DB22169,IL,701 N. Sacramento,(773) 265-7605,7112838,Sunday
2025-01-26,FORD,LL,,BGE,EG20218,IL,701 N. Sacramento,(773) 265-7605,7112840,Sunday
2025-01-26,CHEV,LL,,WHI,EG14936,IL,701 N. Sacramento,(773) 265-7605,7112846,Sunday
2025-01-26,BUIC,LL,,GRY,DE73189,IL,701 N. Sacramento,(773) 265-7605,7112850,Sunday
2025-01-26,RANG,LL,,BLU,DS17576,IL,701 N. Sacramento,(773) 265-7605,7112843,Sunday
2025-01-26,VOLK,LL,,WHI,CV91543,IL,701 N. Sacramento,(773) 265-7605,7112839,Sunday
2025-01-26,BUIC,4D,,WHI,AR74839,IL,701 N. Sacramento,(773) 265-7605,7112865,Sunday
2025-01-26,NISS,LL,,SIL,HZN3070,OH,701 N. Sacramento,(773) 265-7605,7112859,Sunday
2025-01-26,SUBA,SW,,GRY,DZLZ52,CO,701 N. Sacramento,(773) 265-7605,7112854,Sunday
2025-01-26,HYUN,4D,SON,BLK,FA59450,IL,701 N. Sacramento,(773) 265-7605,7112852,Sunday
2025-01-26,HOND,4D,CIV,WHI,EP19145,IL,701 N. Sacramento,(773) 265-7605,7112851,Sunday
2025-01-26,BUIC,4D,,GRY,DS94925,IL,701 N. Sacramento,(773) 265-7605,7112855,Sunday
2025-01-26,KIA,4D,,GRY,ED52707,IL,701 N. Sacramento,(773) 265-7605,7112869,Sunday
2025-01-26,TOYT,LL,RAV,YEL,440736,IL,701 N. Sacramento,(773) 265-7605,7112877,Sunday
2025-01-26,MERZ,LL,,BLK,DA73902,IL,701 N. Sacramento,(773) 265-7605,7112876,Sunday
2025-01-26,NISS,4D,SEN,WHI,FC37425,IL,701 N. Sacramento,(773) 265-7605,7112866,Sunday
2025-01-26,NISS,4D,MAX,GRY,EU13228,IL,701 N. Sacramento,(773) 265-7605,7112867,Sunday
2025-01-26,JEEP,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7112862,Sunday
2025-01-26,VOLK,4D,JET,RED,CH52419,IL,701 N. Sacramento,(773) 265-7605,7112857,Sunday
2025-01-26,MITS,LL,,BGE,BZ72080,IL,701 N. Sacramento,(773) 265-7605,7112868,Sunday
2025-01-26,SATR,LL,,BLK,EL49391,IL,701 N. Sacramento,(773) 265-7605,7112879,Sunday
2025-01-26,KIA,2D,,WHI,434TMK,IN,701 N. Sacramento,(773) 265-7605,7112842,Sunday
2025-01-26,CHRY,VN,PCF,BLK,R32UVC,NJ,701 N. Sacramento,(773) 265-7605,7112864,Sunday
2025-01-26,FORD,LL,,SIL,30EMYY,FL,701 N. Sacramento,(773) 265-7605,7112860,Sunday
2025-01-26,TOYT,LL,COA,BLK,EX19341,IL,701 N. Sacramento,(773) 265-7605,7112870,Sunday
2025-01-26,CHEV,LL,,WHI,EX61253,IL,701 N. Sacramento,(773) 265-7605,7112861,Sunday
2025-01-26,TOYT,SW,,GRY,EN52911,IL,701 N. Sacramento,(773) 265-7605,7112878,Sunday
2025-01-26,FORD,4D,,BLK,MIG4567,TX,701 N. Sacramento,(773) 265-7605,7112872,Sunday
2025-01-26,HOND,LL,CRV,TRQ,L381769,IL,701 N. Sacramento,(773) 265-7605,7112871,Sunday
2025-01-26,FORD,4D,,WHI,AF44691,IL,701 N. Sacramento,(773) 265-7605,7112873,Sunday
2025-01-26,HOND,SW,,BLK,DB42765,IL,701 N. Sacramento,(773) 265-7605,7112895,Sunday
2025-01-26,CHEV,4D,MAL,WHI,DW84320,IL,701 N. Sacramento,(773) 265-7605,7112897,Sunday
2025-01-26,CHEV,4D,MAL,BLK,DQ30518,IL,701 N. Sacramento,(773) 265-7605,7112892,Sunday
2025-01-26,NISS,4D,SEN,GRY,EQ86336,IL,701 N. Sacramento,(773) 265-7605,7112889,Sunday
2025-01-26,FORD,4D,,GRY,DY14241,IL,701 N. Sacramento,(773) 265-7605,7112891,Sunday
2025-01-26,JEEP,LL,CHE,GRY,691YML,WI,400 E. Lower Wacker,(312) 744-7550,7112896,Sunday
2025-01-26,LINC,4D,,BLK,18653WS,IL,701 N. Sacramento,(773) 265-7605,7112884,Sunday
2025-01-26,LEXS,LL,,GRY,AP71503,IL,701 N. Sacramento,(773) 265-7605,7112881,Sunday
2025-01-26,NISS,SW,,WHI,FA14276,IL,701 N. Sacramento,(773) 265-7605,7112899,Sunday
2025-01-26,JEEP,LL,CHE,BLK,DG28695,IL,701 N. Sacramento,(773) 265-7605,7112883,Sunday
2025-01-26,FORD,LL,,GRY,EQ61559,IL,701 N. Sacramento,(773) 265-7605,7112902,Sunday
2025-01-26,GMC,LL,,GRY,AS33797,IL,701 N. Sacramento,(773) 265-7605,7112882,Sunday
2025-01-26,CADI,4D,,BLK,EV96150,IL,701 N. Sacramento,(773) 265-7605,7112898,Sunday
2025-01-26,TESL,4D,,GRY,78652EL,IL,701 N. Sacramento,(773) 265-7605,7112894,Sunday
2025-01-26,CHEV,4D,MAL,BLK,DM19074,IL,701 N. Sacramento,(773) 265-7605,7112886,Sunday
2025-01-26,FORD,4D,,WHI,ET89973,IL,701 N. Sacramento,(773) 265-7605,7112890,Sunday
2025-01-26,HOND,4D,CIV,RED,144CXW,IN,701 N. Sacramento,(773) 265-7605,7112906,Sunday
2025-01-26,CADI,SW,,BLK,43BXIC,FL,701 N. Sacramento,(773) 265-7605,7112936,Sunday
2025-01-26,NISS,LL,MUR,GRY,YIX985,NB,10300 S. Doty,(773) 568-8495,2981851,Sunday
2025-01-26,SCIO,2D,TC,BLK,Y607017,IL,701 N. Sacramento,(773) 265-7605,7112905,Sunday
2025-01-26,NISS,LL,,DBL,ER74277,IL,701 N. Sacramento,(773) 265-7605,7112935,Sunday
2025-01-26,TOYT,VN,SNA,GRY,LSJ2674,NY,701 N. Sacramento,(773) 265-7605,7112932,Sunday
2025-01-26,HOND,4D,CIV,BLK,EJ52694,IL,701 N. Sacramento,(773) 265-7605,7112934,Sunday
2025-01-26,HOND,LL,CRV,RED,EG26706,IL,701 N. Sacramento,(773) 265-7605,7112931,Sunday
2025-01-26,KIA,LL,,GRY,EK55848,IL,701 N. Sacramento,(773) 265-7605,7112937,Sunday
2025-01-26,HOND,4D,CIV,GRY,EX13749,IL,701 N. Sacramento,(773) 265-7605,7112904,Sunday
2025-01-26,LEXS,LL,,CRM,EL21661,IL,701 N. Sacramento,(773) 265-7605,7112933,Sunday
2025-01-26,HOND,LL,,BLK,RJOHNS,MO,10300 S. Doty,(773) 568-8495,2981856,Sunday
2025-01-26,SUBA,LL,FOR,GRY,ER74040,IL,10300 S. Doty,(773) 568-8495,2981854,Sunday
2025-01-26,CHEV,4D,MAL,GRY,BT65427,IL,701 N. Sacramento,(773) 265-7605,7112910,Sunday
2025-01-26,SUBA,LL,,BLK,EN91908,IL,701 N. Sacramento,(773) 265-7605,7112939,Sunday
2025-01-26,HOND,4D,CIV,BLK,EG35347,IL,10300 S. Doty,(773) 568-8495,2981855,Sunday
2025-01-26,ACUR,4D,INT,BLU,DX13967,IL,701 N. Sacramento,(773) 265-7605,7112909,Sunday
2025-01-26,MITS,4D,MIR,BLK,KNF9467,OH,10300 S. Doty,(773) 568-8495,2981858,Sunday
2025-01-26,NISS,LL,,MAR,AH15040,IL,10300 S. Doty,(773) 568-8495,2981852,Sunday
2025-01-26,CHEV,LL,TAH,SIL,BR44832,IL,701 N. Sacramento,(773) 265-7605,7112938,Sunday
2025-01-26,TESL,LL,,BLK,89351EL,IL,10300 S. Doty,(773) 568-8495,2981857,Sunday
2025-01-26,MAZD,LL,,BLU,T321VG,UT,10300 S. Doty,(773) 568-8495,2981853,Sunday
2025-01-26,ACUR,4D,,GRY,P451986,IL,10300 S. Doty,(773) 568-8495,2981850,Sunday
2025-01-26,TOYT,4D,CAM,WHI,FB59670,IL,701 N. Sacramento,(773) 265-7605,7112916,Sunday
2025-01-26,MERZ,LL,,WHI,EP49176,IL,701 N. Sacramento,(773) 265-7605,7112917,Sunday
2025-01-26,HYUN,4D,SON,SIL,CZ99218,IL,701 N. Sacramento,(773) 265-7605,7112919,Sunday
2025-01-26,FORD,4D,,BLU,PDT397,IA,701 N. Sacramento,(773) 265-7605,7112942,Sunday
2025-01-26,NISS,LL,,BLK,NOBLPRO,IL,701 N. Sacramento,(773) 265-7605,7112941,Sunday
2025-01-26,FORD,PK,F45,RED,12541TW,IL,701 N. Sacramento,(773) 265-7605,7112821,Sunday
2025-01-26,HYUN,4D,SON,WHI,EK39162,IL,701 N. Sacramento,(773) 265-7605,7112940,Sunday
2025-01-26,ACUR,LL,TK,BLK,EL20717,IL,701 N. Sacramento,(773) 265-7605,7112946,Sunday
2025-01-26,FORD,4D,,BLK,DX48498,IL,701 N. Sacramento,(773) 265-7605,7112945,Sunday
2025-01-26,SUBA,SW,IMP,BLU,CT47925,IL,701 N. Sacramento,(773) 265-7605,7112943,Sunday
2025-01-26,AUDI,4D,,WHI,EW20031,IL,701 N. Sacramento,(773) 265-7605,7112944,Sunday
2025-01-26,SUBA,4D,LEG,GRY,AIR839,IN,10300 S. Doty,(773) 568-8495,2981863,Sunday
2025-01-26,AUDI,4D,,WHI,ELEFANT,IL,10300 S. Doty,(773) 568-8495,2981865,Sunday
2025-01-26,HOND,LL,,BLK,AU89454,IL,10300 S. Doty,(773) 568-8495,2981862,Sunday
2025-01-26,HOND,4D,ACC,BLK,GKK475,IA,10300 S. Doty,(773) 568-8495,2981860,Sunday
2025-01-26,VOLK,4D,JET,BLK,DP97580,IL,10300 S. Doty,(773) 568-8495,2981861,Sunday
2025-01-26,HYUN,4D,ELN,BLK,CC85270,IL,10300 S. Doty,(773) 568-8495,2981867,Sunday
2025-01-26,MITS,LL,,BLK,VHZ3486,TX,10300 S. Doty,(773) 568-8495,2981868,Sunday
2025-01-26,CHEV,4D,,WHI,ES12149,IL,400 E. Lower Wacker,(312) 744-7550,0334891,Sunday
2025-01-26,BUIC,LL,,BLK,BZ15465,IL,701 N. Sacramento,(773) 265-7605,7112965,Sunday
2025-01-26,FORD,PK,,RED,1E345FF,IL,701 N. Sacramento,(773) 265-7605,7112956,Sunday
2025-01-26,TOYT,PK,,GRY,3948261B,IL,701 N. Sacramento,(773) 265-7605,7112949,Sunday
2025-01-26,MERZ,4D,,WHI,E900F1,CA,701 N. Sacramento,(773) 265-7605,7112953,Sunday
2025-01-26,CHEV,4D,,WHI,ER45734,IL,701 N. Sacramento,(773) 265-7605,7112957,Sunday
2025-01-26,BUIC,LL,,WHI,31027AFT,WI,701 N. Sacramento,(773) 265-7605,7112952,Sunday
2025-01-26,NISS,4D,,WHI,EK23985,IL,701 N. Sacramento,(773) 265-7605,7112951,Sunday
2025-01-26,HOND,4D,,GRY,EP94675,IL,701 N. Sacramento,(773) 265-7605,7112950,Sunday
2025-01-26,HOND,4D,,SIL,DK42181,IL,701 N. Sacramento,(773) 265-7605,7112955,Sunday
2025-01-26,CHEV,LL,,GRY,EV84006,IL,701 N. Sacramento,(773) 265-7605,7112971,Sunday
2025-01-26,HYUN,LL,,BLK,EA83597,IL,701 N. Sacramento,(773) 265-7605,7112923,Sunday
2025-01-26,TOYT,4D,,BGE,P662663,IL,701 N. Sacramento,(773) 265-7605,7112969,Sunday
2025-01-26,KIA,4D,,GRY,DG50989,IL,701 N. Sacramento,(773) 265-7605,7112920,Sunday
2025-01-26,HOND,4D,,BLK,CU65635,IL,701 N. Sacramento,(773) 265-7605,7112967,Sunday
2025-01-26,JEEP,LL,,BLK,DM80707,IL,701 N. Sacramento,(773) 265-7605,7112966,Sunday
2025-01-26,HYUN,4D,,PLE,AL45004,IL,701 N. Sacramento,(773) 265-7605,7112972,Sunday
2025-01-26,CHEV,LL,,GRY,EM95427,IL,701 N. Sacramento,(773) 265-7605,7112962,Sunday
2025-01-26,MAZD,4D,,BLK,ET16498,IL,701 N. Sacramento,(773) 265-7605,7112961,Sunday
2025-01-26,NISS,4D,,SIL,CH69537,IL,10300 S. Doty,(773) 568-8495,2981842,Sunday
2025-01-26,HOND,4D,,GRY,DT47348,IL,701 N. Sacramento,(773) 265-7605,7112964,Sunday
2025-01-26,TOYT,4D,,WHI,EF13709,IL,701 N. Sacramento,(773) 265-7605,7112924,Sunday
2025-01-26,JEEP,LL,,GRY,DY48778,IL,701 N. Sacramento,(773) 265-7605,7112963,Sunday
2025-01-26,TOYT,4D,,WHI,EJ81605,IL,701 N. Sacramento,(773) 265-7605,7112974,Sunday
2025-01-26,HOND,LL,TK,GRY,DD49005,IL,10300 S. Doty,(773) 568-8495,2981841,Sunday
2025-01-26,LEXS,LL,,GRY,DJ43191,IL,701 N. Sacramento,(773) 265-7605,7112959,Sunday
2025-01-26,VOLK,4D,,GRY,ED21561,IL,400 E. Lower Wacker,(312) 744-7550,0334895,Sunday
2025-01-26,CHEV,4D,,GRY,ES69636,IL,701 N. Sacramento,(773) 265-7605,7112970,Sunday
2025-01-26,FORD,LL,,RED,TK5350TK,IN,10300 S. Doty,(773) 568-8495,2981873,Sunday
2025-01-26,TOYT,4D,,BLK,504EBZ,IN,10300 S. Doty,(773) 568-8495,2981877,Sunday
2025-01-26,VOLK,LL,,GRY,ER55109,IL,10300 S. Doty,(773) 568-8495,2981878,Sunday
2025-01-26,FORD,4D,,BLK,FA44907,IL,10300 S. Doty,(773) 568-8495,2981869,Sunday
2025-01-26,CHEV,LL,,WHI,BY40037,IL,10300 S. Doty,(773) 568-8495,2981870,Sunday
2025-01-26,VOLK,LL,,BLK,DN55441,IL,10300 S. Doty,(773) 568-8495,2981876,Sunday
2025-01-26,TOYT,4D,,WHI,AG96LJ,FL,10300 S. Doty,(773) 568-8495,2981872,Sunday
2025-01-26,CHEV,4D,,SIL,Q471099,IL,10300 S. Doty,(773) 568-8495,2981879,Sunday
2025-01-26,MASE,LL,,BLK,EH55286,IL,10300 S. Doty,(773) 568-8495,2981881,Sunday
2025-01-26,TOYT,4D,,WHI,EU51890,IL,10300 S. Doty,(773) 568-8495,2981880,Sunday
2025-01-26,HOND,LL,,WHI,JNURS2,IL,10300 S. Doty,(773) 568-8495,2981846,Sunday
2025-01-26,INFI,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7112929,Sunday
2025-01-26,HYUN,4D,,GRY,EM25865,IL,701 N. Sacramento,(773) 265-7605,7113006,Sunday
2025-01-26,TOYT,4D,,GLD,EM51436,IL,701 N. Sacramento,(773) 265-7605,7112922,Sunday
2025-01-26,KIA,LL,TK,RED,EW83393,IL,701 N. Sacramento,(773) 265-7605,7112930,Sunday
2025-01-26,SATR,4D,,SIL,AH85433,IL,701 N. Sacramento,(773) 265-7605,7113007,Sunday
2025-01-26,HOND,4D,,BLK,AL58506,IL,701 N. Sacramento,(773) 265-7605,7112980,Sunday
2025-01-26,KIA,4D,,WHI,EVI246,IN,701 N. Sacramento,(773) 265-7605,7113005,Sunday
2025-01-26,FORD,VN,,WHI,2497785B,IL,10300 S. Doty,(773) 568-8495,2981883,Sunday
2025-01-26,CHEV,PK,,BLU,2453397B,IL,701 N. Sacramento,(773) 265-7605,7113001,Sunday
2025-01-26,FORD,2D,,SIL,CW38458,IL,701 N. Sacramento,(773) 265-7605,7113003,Sunday
2025-01-26,,DP,,BLU,196673H,IL,10300 S. Doty,(773) 568-8495,2981884,Sunday
2025-01-26,CHEV,LL,,BLK,A730215,IL,701 N. Sacramento,(773) 265-7605,7112978,Sunday
2025-01-26,TOYT,4D,,GRN,DD97060,IL,701 N. Sacramento,(773) 265-7605,7112960,Sunday
2025-01-26,CHEV,LL,,SIL,CS70358,IL,701 N. Sacramento,(773) 265-7605,7112977,Sunday
2025-01-26,VOLK,4D,,WHI,EP56594,IL,701 N. Sacramento,(773) 265-7605,7112975,Sunday
2025-01-26,HOND,4D,,BGE,EG37767,IL,701 N. Sacramento,(773) 265-7605,7112918,Sunday
2025-01-26,FORD,PK,,MAR,1896131B,IL,701 N. Sacramento,(773) 265-7605,7112981,Sunday
2025-01-26,VOLV,4D,,BLK,FB72100,IL,701 N. Sacramento,(773) 265-7605,7112973,Sunday
2025-01-26,CHEV,PK,,GRY,BVS3175,WI,701 N. Sacramento,(773) 265-7605,7112982,Sunday
2025-01-26,HYUN,4D,,BLU,DT52094,IL,701 N. Sacramento,(773) 265-7605,7112912,Sunday
2025-01-26,CHEV,4D,,BLK,DP91917,IL,701 N. Sacramento,(773) 265-7605,7112976,Sunday
2025-01-26,HOND,4D,,BLK,AUL197,NB,701 N. Sacramento,(773) 265-7605,7112958,Sunday
2025-01-26,HOND,4D,,BLU,EB93625,IL,701 N. Sacramento,(773) 265-7605,7112907,Sunday
2025-01-25,CHRY,4D,,MAR,EM73282,IL,701 N. Sacramento,(773) 265-7605,7112863,Saturday
2025-01-26,HOND,4D,,BLU,EH28584,IL,701 N. Sacramento,(773) 265-7605,7112911,Sunday
2025-01-26,FORD,LL,,RED,EB35480,IL,701 N. Sacramento,(773) 265-7605,7112989,Sunday
2025-01-26,VOLK,LL,,BLK,ES96624,IL,701 N. Sacramento,(773) 265-7605,7112994,Sunday
2025-01-26,DODG,LL,,BLU,BG83551,IL,701 N. Sacramento,(773) 265-7605,7112997,Sunday
2025-01-26,VOLK,LL,,BLK,DG30455,IL,701 N. Sacramento,(773) 265-7605,7112983,Sunday
2025-01-26,TOYT,4D,,BLK,AG26529,IL,701 N. Sacramento,(773) 265-7605,7112996,Sunday
2025-01-26,HOND,LL,,GRY,DX42869,IL,701 N. Sacramento,(773) 265-7605,7112991,Sunday
2025-01-26,JEEP,LL,,WHI,BE43970,IL,701 N. Sacramento,(773) 265-7605,7112988,Sunday
2025-01-26,HYUN,4D,,BLK,EA96378,IL,701 N. Sacramento,(773) 265-7605,7112992,Sunday
2025-01-26,HOND,LL,,BLK,DN99856,IL,701 N. Sacramento,(773) 265-7605,7112993,Sunday
2025-01-26,TOYT,VN,,SIL,324AC303,IL,701 N. Sacramento,(773) 265-7605,7112998,Sunday
2025-01-26,SUBA,LL,,SIL,Z299127,IL,701 N. Sacramento,(773) 265-7605,7112985,Sunday
2025-01-26,DODG,PK,,BLK,3196818B,IL,701 N. Sacramento,(773) 265-7605,7112995,Sunday
2025-01-26,JEEP,LL,,GRY,DL63925,IL,701 N. Sacramento,(773) 265-7605,7112986,Sunday
2025-01-26,BMW,4D,,SIL,EN12084,IL,701 N. Sacramento,(773) 265-7605,7113011,Sunday
2025-01-26,CHEV,VN,TK,WHI,,,701 N. Sacramento,(773) 265-7605,7113008,Sunday
2025-01-26,CHEV,4D,,BLK,EU16796,IL,10300 S. Doty,(773) 568-8495,2981888,Sunday
